12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
11,11,11,11,11,11,11,11,11,11,11,8,8,12,12,12,12,12,8,8,11,11,11,11,11,11,11,11,11,11
11,11,11,6,102,102,102,102,102,102,102,105,12,12,12,12,12,12,205,202,202,202,202,202,202,6,11,11,11,11
11,11,6,105,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,205,6,11,11,11
11,11,6,105,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,205,8,11,11
11,11,8,8,6,13,13,12,12,12,12,13,13,13,12,12,12,12,12,12,13,13,13,13,13,8,6,8,11,11
11,8,103,103,6,2,8,11,12,11,11,6,6,11,11,5,5,2,12,11,6,6,11,2,8,203,203,8,11,11
11,8,103,101,103,6,6,6,2,11,6,6,10,6,6,6,6,6,2,11,6,10,6,6,6,203,201,203,8,11
11,8,103,103,8,2,10,6,8,6,2,11,2,2,5,5,2,6,10,6,11,2,10,2,8,203,203,8,11,11
11,11,8,6,8,8,11,2,11,6,10,2,11,11,12,12,12,2,6,6,11,11,2,11,10,8,6,8,11,11
11,11,6,105,12,12,12,11,13,13,11,11,12,12,12,12,12,13,13,13,11,11,11,12,12,12,205,8,11,11
11,11,6,105,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,205,6,8,11,11
11,11,11,6,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,6,11,11,11
11,11,11,11,6,102,102,102,102,102,102,105,12,12,12,12,12,12,205,202,202,202,202,202,202,202,6,11,11,11
11,11,11,11,11,11,11,11,11,11,8,8,12,12,12,12,12,8,8,11,11,11,11,11,11,11,11,11,11,11
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
