11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,2,2,6,6,6,8,11,11,11,11,11,11,11,11,11,11,11,11
11,11,8,2,2,11,11,2,2,10,10,10,2,2,11,11,11,11,11,11,2,2,8,11,11,11
11,11,8,6,8,11,11,10,6,10,11,11,2,2,10,10,6,6,11,11,10,8,6,11,11,11
11,11,6,10,11,11,10,6,10,11,11,11,10,6,6,6,10,6,11,11,10,6,8,11,11,11
11,11,8,6,8,11,11,6,10,10,11,11,11,11,11,11,10,2,2,11,11,2,2,8,11,11
11,11,8,2,2,11,11,6,6,6,11,11,11,11,11,10,2,2,11,10,6,8,6,10,11,11
11,11,11,10,6,8,11,11,11,10,6,11,11,11,11,6,6,8,11,10,6,11,8,6,10,8
10,8,8,8,6,11,10,10,11,10,6,11,11,10,6,10,11,11,10,6,11,8,6,8,8,10
10,8,10,2,6,10,10,6,6,10,2,2,11,11,2,2,10,10,10,6,11,8,2,8,8,8
8,8,8,8,6,6,2,8,6,6,2,11,11,10,2,6,6,6,2,6,6,6,8,203,203,8
8,103,103,8,8,6,10,11,11,11,11,11,11,11,11,11,11,11,10,10,8,6,8,203,201,203
103,101,103,8,6,8,10,11,11,11,11,11,11,11,11,11,11,11,11,10,8,6,8,203,203,8
8,103,103,8,6,6,6,10,6,6,6,2,11,11,11,2,10,8,6,6,6,6,6,8,8,8
8,8,8,2,8,11,6,2,10,10,2,2,11,11,2,2,10,6,8,2,11,8,2,6,8,10
11,8,10,6,8,11,6,10,11,11,10,6,10,11,11,8,10,11,11,11,11,11,8,6,8,8
11,11,6,8,11,6,10,11,11,10,6,10,11,11,11,8,6,10,11,11,11,10,8,6,8,10
11,11,8,6,10,6,10,11,6,6,6,10,11,11,11,11,8,6,6,8,11,11,2,2,10,11
11,11,2,2,6,10,11,6,10,11,11,11,11,11,11,11,10,10,2,2,11,11,6,8,11,11
11,11,8,8,6,10,11,6,10,11,11,11,10,11,11,11,11,11,2,2,10,11,11,6,11,11
11,11,2,2,10,11,11,6,10,10,6,6,10,11,11,6,6,6,8,10,11,11,6,11,11,11
11,11,11,11,11,11,11,8,2,2,6,10,6,10,11,6,10,10,10,10,11,11,10,2,11,11
11,11,11,11,11,11,11,8,2,2,10,11,6,2,2,10,11,11,11,11,11,10,2,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,2,2,10,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
