9,9,9,10,10,8,8,10,11,11,11,11,11,10,10,11,11,11,11,10,10,11,11,11,11,11
9,9,9,2,2,8,8,8,8,11,11,11,10,8,10,11,11,11,8,8,8,8,4,8,204,11
9,9,9,9,9,2,2,8,8,8,8,8,8,8,8,8,10,10,8,8,8,8,203,203,8,11
9,9,9,9,9,9,8,8,8,8,8,8,8,2,8,8,6,6,6,2,8,203,201,203,4,11
10,9,9,9,9,9,9,9,8,4,8,8,8,8,8,8,6,8,8,8,8,8,203,203,8,11
2,2,9,9,9,9,9,9,2,2,8,8,8,6,6,6,8,11,11,8,8,8,8,8,8,11
10,2,2,9,9,9,9,9,9,9,8,8,6,6,8,8,8,11,11,10,8,8,2,8,8,10
10,8,8,2,8,9,7,7,7,7,6,6,8,8,8,8,8,11,8,8,8,6,8,8,8,10
8,8,8,4,2,8,7,9,9,9,9,8,8,8,2,8,8,8,8,8,8,6,8,8,8,10
8,8,8,8,8,6,8,10,9,9,9,8,8,8,8,8,8,8,10,2,8,6,8,11,8,10
11,8,8,8,6,6,8,10,8,9,9,9,9,9,9,2,2,2,11,11,10,6,8,11,11,10
11,8,10,6,8,8,8,8,8,9,9,9,9,9,9,9,2,8,11,11,10,6,8,11,11,10
11,10,2,6,8,8,8,2,8,9,9,2,2,8,9,9,9,8,2,11,10,6,8,8,8,10
11,8,8,6,8,10,8,8,9,9,8,2,4,2,8,9,9,8,8,10,6,8,2,8,10,10
11,10,8,6,8,8,10,2,2,9,9,9,8,2,2,9,9,10,8,8,8,6,8,8,8,10
11,8,8,6,8,2,11,2,2,9,9,9,9,9,9,9,9,8,8,8,6,10,8,8,8,11
11,11,8,10,6,8,11,11,8,8,8,9,9,9,9,9,9,9,9,8,6,10,8,8,8,11
11,8,8,8,6,8,10,10,2,8,10,10,8,8,8,9,9,7,7,6,8,8,8,8,11,11
10,10,8,8,2,8,8,8,8,8,8,6,6,6,6,7,7,7,9,8,2,4,8,8,11,11
8,8,8,8,8,8,8,8,6,6,6,8,2,8,9,9,9,9,8,8,2,8,8,8,11,11
11,8,8,103,103,8,8,8,6,10,10,8,4,2,9,9,9,9,9,9,8,8,8,8,11,11
11,104,103,101,103,8,8,6,10,2,8,8,8,8,9,9,9,9,9,9,9,9,8,8,8,11
11,8,8,103,103,8,2,6,8,8,11,11,11,10,8,8,9,9,9,9,9,9,9,2,2,11
11,104,8,104,8,8,8,8,8,8,10,10,10,8,8,2,2,9,9,9,9,9,9,2,2,11
11,11,11,11,8,8,8,8,8,8,8,8,8,8,8,8,8,2,2,9,9,9,9,9,10,10
11,11,11,11,11,10,10,10,10,10,11,11,11,11,11,11,10,8,8,10,9,9,9,9,9,9
