11,11,11,11,11,11,11,11,11,11,11,8,8,10,10,8,11,11,11,11,11,10,10,11,11,11
102,102,102,8,8,11,104,8,8,11,11,8,10,8,10,10,11,11,11,102,102,8,10,11,11,11
102,102,102,8,103,103,8,104,8,8,10,11,8,102,10,8,8,11,11,11,102,102,8,8,8,11
102,102,104,103,101,103,8,6,6,6,6,11,8,8,8,8,8,8,11,11,10,8,8,8,8,10
11,11,11,8,103,103,8,8,11,10,8,6,6,6,6,6,6,6,8,8,8,8,8,8,8,11
11,11,104,8,8,8,102,8,11,10,8,8,6,102,8,102,8,6,8,8,8,8,10,102,11,11
11,8,8,8,6,102,11,8,10,11,8,8,8,6,8,8,10,8,6,102,102,10,10,11,11,11
11,8,11,10,6,11,11,8,8,10,8,8,8,6,6,10,10,8,6,102,102,11,11,11,11,10
11,8,8,11,8,6,11,11,8,8,8,8,8,8,102,6,10,10,10,6,6,104,11,11,8,10
11,8,11,11,10,6,8,8,8,8,8,10,10,10,8,6,8,8,10,8,6,8,8,8,8,10
11,8,8,8,8,6,6,6,6,6,10,11,11,11,11,8,6,8,8,10,10,6,102,8,8,8
11,8,8,8,8,6,8,8,8,6,10,11,11,11,11,11,6,6,8,8,6,102,102,8,8,11
11,8,8,8,6,6,8,8,8,6,8,10,11,11,102,11,10,102,6,8,8,6,102,8,11,11
10,8,8,6,11,102,11,11,102,6,8,10,10,102,102,11,10,6,8,8,8,6,8,8,11,11
10,8,8,6,11,11,11,11,102,8,6,8,8,8,8,11,11,10,6,102,8,8,6,8,11,11
10,8,8,6,8,10,11,11,102,10,6,8,8,8,8,11,11,10,6,8,10,11,6,8,10,10
10,8,8,8,6,8,8,11,11,11,10,6,6,6,8,8,8,102,10,6,8,10,11,6,8,10
8,8,8,8,6,6,6,11,11,11,11,10,8,6,8,8,8,8,8,6,8,10,11,6,8,10
10,8,10,8,8,10,10,6,8,11,11,10,10,8,6,102,8,8,8,8,6,8,10,6,8,10
11,8,10,8,10,11,10,6,6,6,6,10,10,8,6,6,11,11,8,8,6,2,8,6,8,10
11,11,8,10,8,102,11,8,8,102,102,6,10,10,8,102,6,11,11,8,6,8,8,8,4,8
11,11,8,10,8,102,11,10,104,102,102,6,8,8,8,8,6,8,11,8,8,203,8,8,8,10
11,8,8,102,10,8,8,11,10,8,8,8,6,6,6,6,6,6,6,2,8,8,201,203,8,11
11,8,8,8,10,8,8,10,8,8,8,8,102,8,10,11,8,8,6,4,203,8,203,8,8,11
11,11,10,8,8,8,8,8,8,8,8,8,8,10,10,11,11,8,8,8,8,8,8,8,11,11
11,11,10,11,10,11,11,11,10,10,10,11,10,11,11,11,11,8,8,8,8,11,11,11,11,11
