11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,102,102,102,102,102,11,12,12,12,12,11,11,102,102,102,102,102,102,102,102,11,11
11,11,102,102,102,102,8,8,6,6,8,12,12,12,12,12,8,8,8,8,8,8,104,104,102,102
11,102,102,8,104,8,103,6,8,8,13,12,12,12,12,12,12,13,13,13,8,8,8,8,102,102
11,102,102,8,6,103,101,104,10,105,13,12,12,12,12,12,12,12,12,12,12,12,8,8,8,102
6,6,6,6,8,103,103,8,105,12,12,12,12,12,12,12,12,12,12,12,12,12,12,8,8,8
11,11,11,11,8,8,8,8,8,13,12,12,12,12,12,12,13,13,13,13,12,12,12,12,12,12
11,11,10,8,105,8,10,10,8,12,12,12,12,13,13,13,8,8,8,13,13,13,12,12,12,12
11,10,8,13,12,13,8,10,8,8,12,12,12,13,8,8,8,102,102,8,8,8,13,12,12,12
10,8,13,12,12,13,12,8,8,12,12,12,12,13,8,8,202,11,102,102,8,8,13,12,12,12
8,8,8,12,12,12,12,12,12,12,12,12,12,13,8,8,202,11,11,11,102,8,8,13,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,13,8,8,202,11,11,11,102,8,8,13,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,8,202,11,11,102,8,8,13,12,12
12,12,12,12,12,12,13,13,13,13,12,12,12,12,12,12,8,2,2,11,102,8,12,12,12,12
12,12,12,12,12,12,13,8,8,8,13,12,12,12,12,12,12,11,11,2,2,11,12,12,12,12
11,12,12,12,12,13,8,8,8,8,13,12,12,12,12,5,11,11,6,11,11,12,12,12,12,12
11,11,12,12,12,13,8,202,11,202,8,13,12,12,8,8,8,11,6,11,11,12,12,12,12,12
11,12,12,12,13,8,202,11,11,2,8,13,13,8,8,8,203,103,8,5,12,12,12,12,12,8
11,8,12,12,12,13,8,202,11,11,2,10,10,10,10,204,8,201,203,8,8,12,12,13,8,9
102,8,13,12,13,8,8,202,11,2,6,6,6,6,6,6,203,4,8,8,12,12,13,8,8,2
102,8,105,12,12,13,8,11,202,11,11,11,10,10,10,105,10,10,8,8,12,12,12,8,8,2
102,8,8,13,12,13,13,11,11,13,12,11,11,12,12,12,12,10,10,12,12,12,8,8,2,2
11,102,8,12,12,12,12,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,8,2,2
11,102,8,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,8,2,2,11
11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11
11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11
