11,11,8,8,8,8,8,8,10,11,11,10,10,10,11,11,11,11,10,8,8,10,11,11
11,8,8,8,4,8,8,8,8,8,8,10,8,8,8,8,10,10,8,8,8,8,10,11
11,8,8,103,8,8,2,8,8,10,8,8,8,8,8,8,8,8,8,8,202,202,10,11
8,8,103,101,103,8,6,8,8,8,8,202,204,8,8,202,202,11,11,11,11,11,11,11
8,8,8,103,8,8,8,6,8,10,8,8,8,6,6,7,7,9,9,9,9,11,11,11
8,8,4,8,2,8,6,6,6,8,6,6,6,8,9,7,7,7,9,9,9,9,9,9
11,8,8,8,8,8,6,8,10,6,6,202,8,8,9,9,9,7,7,202,8,9,9,9
11,8,8,8,8,10,6,8,8,8,202,8,9,9,9,9,9,11,8,6,8,8,11,11
11,10,10,202,8,10,6,10,8,8,8,8,9,9,9,9,11,8,202,6,8,202,202,11
11,11,8,8,8,6,202,202,8,8,8,9,9,11,11,202,11,8,8,6,202,202,8,11
9,9,11,8,202,10,6,6,6,7,9,9,9,11,202,11,11,6,6,6,8,8,8,11
9,9,11,11,11,8,8,7,7,9,9,9,8,202,8,6,202,202,8,8,8,8,10,10
9,9,9,9,9,9,9,7,7,9,9,9,8,8,8,6,202,202,8,10,8,8,10,10
11,9,9,9,9,9,7,7,9,9,11,11,202,204,8,6,8,11,11,10,8,8,11,11
11,11,11,8,9,9,7,7,9,8,11,202,11,202,6,6,11,11,10,8,8,8,8,11
11,10,8,8,8,6,202,8,8,202,11,11,202,6,10,11,11,8,8,8,8,8,8,11
11,8,8,8,8,8,6,6,6,6,6,6,6,6,6,10,10,8,8,8,202,8,8,11
8,8,10,8,8,202,202,204,8,8,11,11,10,10,6,8,8,8,202,8,8,204,8,11
10,8,10,202,8,8,202,202,8,8,8,8,11,8,10,6,6,6,8,8,203,203,204,8
8,8,10,10,8,8,8,8,8,8,8,8,8,8,8,8,8,202,8,203,201,203,8,11
11,8,202,11,8,8,8,11,11,8,8,202,8,8,8,8,8,8,8,8,203,203,8,8
11,8,8,11,202,8,8,8,11,8,8,202,8,8,10,11,8,8,202,8,204,8,8,11
11,10,10,8,8,8,10,10,8,8,8,8,10,8,10,11,11,8,8,8,8,8,11,11
8,10,8,10,10,8,10,10,8,8,8,10,10,8,11,11,10,10,8,8,11,11,11,11
