12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,12,12,12,12
12,12,8,8,8,10,8,8,10,8,10,8,204,204,203,203,204,8,8,8,10,8,10,8,8,10,8,8,12,12
12,8,10,8,8,8,8,8,8,8,8,8,8,203,201,203,8,8,8,8,8,8,8,8,8,8,8,10,12,12
12,8,8,8,11,204,202,202,11,8,8,11,202,8,203,203,8,202,11,8,8,11,202,202,204,11,8,8,8,12
12,8,8,11,11,11,11,11,11,8,8,11,202,202,202,202,202,11,8,8,11,11,11,11,11,11,8,10,8,12
12,8,10,8,11,11,11,11,11,8,8,8,11,11,11,11,11,11,8,10,8,11,11,11,11,11,8,8,8,12
12,8,8,8,8,8,8,8,8,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,12
12,8,10,10,8,8,8,10,8,8,8,8,8,8,8,8,8,8,8,8,10,10,8,8,8,8,8,10,8,12
12,8,8,8,8,8,8,8,8,8,8,8,8,11,202,202,202,11,8,8,8,8,8,8,8,8,8,8,8,12
12,8,8,8,11,202,204,202,11,8,10,10,8,8,11,202,202,11,8,10,8,11,202,204,202,11,8,8,8,12
12,8,8,8,11,202,202,11,8,8,8,8,8,8,11,11,11,8,8,8,8,11,202,202,11,8,10,8,8,12
12,8,10,8,8,11,11,11,8,8,8,8,8,8,8,8,8,8,10,8,8,8,11,11,11,8,8,8,8,12
12,8,8,10,8,8,8,8,8,8,11,11,11,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,12
12,8,8,8,8,8,8,10,10,8,11,102,102,11,8,8,11,202,202,202,11,8,8,8,8,10,8,10,8,12
12,8,8,10,8,8,8,8,8,11,102,102,102,11,8,8,11,202,202,11,8,8,8,8,8,8,8,8,8,12
12,8,8,8,8,11,11,11,8,8,8,8,8,8,8,8,8,11,11,11,8,8,11,11,11,8,8,10,8,12
12,8,8,8,11,102,102,11,8,8,10,10,8,8,8,8,8,8,8,8,8,11,102,102,11,8,8,8,8,12
12,8,10,8,11,102,104,102,11,8,8,8,8,11,11,11,8,10,8,8,8,11,102,104,102,11,8,8,8,12
12,8,8,8,8,8,8,8,8,8,8,8,11,102,102,11,8,8,8,8,8,8,8,8,8,8,8,10,8,12
12,8,8,8,8,8,8,10,10,8,8,8,11,102,102,102,11,8,8,10,10,8,8,8,8,10,8,8,8,12
12,8,10,8,10,8,8,8,8,10,10,8,8,8,8,8,8,8,8,8,8,8,10,10,8,8,8,8,8,12
12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,12
12,8,8,8,11,11,11,11,11,8,10,8,11,11,11,11,11,11,8,10,8,11,11,11,11,11,8,10,8,12
12,8,10,8,11,11,11,11,11,11,8,8,11,102,102,102,102,102,11,8,8,11,11,11,11,11,11,8,8,12
12,8,8,8,11,104,102,102,11,8,8,11,102,8,103,103,8,102,11,8,8,11,102,102,104,11,8,8,8,12
12,12,8,8,8,8,8,8,8,8,8,8,8,8,103,101,103,8,8,8,8,8,8,8,8,8,8,10,8,12
12,12,8,8,10,8,8,8,10,8,8,8,8,104,103,103,104,104,8,10,8,8,8,10,8,10,8,8,12,12
12,12,12,12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
