12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,13,13,13,105,105,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12
12,12,12,13,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,13,12,12,12,12
12,12,12,13,8,104,103,103,104,8,8,10,8,8,2,8,2,8,13,12,12,12,12,12
12,12,12,11,8,104,103,101,103,8,8,8,8,2,10,8,8,8,8,13,12,12,12,12
12,12,12,11,8,8,103,103,8,8,8,8,8,8,10,8,8,8,8,11,12,12,12,12
12,12,12,11,8,8,8,8,8,2,11,8,8,8,8,8,4,8,2,11,12,12,12,12
12,12,12,11,2,8,8,8,2,8,11,8,8,8,8,8,8,8,2,11,12,12,12,12
12,12,12,11,2,2,8,8,11,11,11,11,8,8,8,2,2,2,2,11,12,12,12,12
12,12,12,11,2,2,11,11,2,2,8,8,8,8,11,11,11,11,11,12,12,12,12,12
12,12,12,12,11,2,11,8,8,8,8,8,13,12,8,12,12,12,12,12,12,12,12,12
12,12,12,12,11,11,11,8,8,12,12,12,12,12,8,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,8,12,12,12,12,12,12,5,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,5,12,12,12,12,12,12,8,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,8,12,12,12,12,12,8,8,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,8,12,13,8,8,8,8,8,11,11,12,12,12,12,12
12,12,12,12,12,11,11,11,11,11,8,8,8,8,2,2,11,11,2,11,12,12,12,12
12,12,12,12,11,2,2,2,2,8,8,8,11,11,11,11,2,2,2,11,12,12,12,12
12,12,12,12,11,2,8,8,8,8,8,8,11,2,8,8,8,8,2,11,12,12,12,12
12,12,12,12,11,2,8,4,8,8,8,11,2,8,8,8,8,8,2,11,12,12,12,12
12,12,12,12,11,2,8,8,8,8,8,8,8,8,103,103,8,8,8,11,12,12,12,12
12,12,12,12,13,8,2,8,10,8,8,8,8,103,201,203,4,8,8,11,12,12,12,12
12,12,12,12,13,8,8,8,2,10,2,8,8,4,203,203,204,8,8,8,13,12,12,12
12,12,12,12,13,8,8,8,8,8,8,8,8,8,8,8,8,8,8,13,12,12,12,12
12,12,12,12,12,13,13,13,13,13,13,13,13,13,5,5,13,13,13,13,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
