12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,11,11,11,11,12,12,12,12,10,11,11,11,11,11,12,12,12,12
12,11,11,10,2,2,10,12,12,10,2,2,2,10,6,6,11,12,12,12
11,11,6,6,6,6,7,7,7,6,6,6,6,6,10,6,11,11,12,12
11,10,6,10,12,12,13,10,10,13,12,12,12,13,10,10,202,10,11,12
102,6,6,10,12,12,12,12,12,12,12,12,12,13,6,10,6,10,11,12
11,6,11,13,12,12,12,12,2,12,12,12,12,12,11,8,204,203,11,11
103,103,8,10,12,12,12,2,10,12,12,12,12,12,11,203,201,203,11,12
11,101,104,105,12,12,12,10,4,6,6,6,6,6,205,11,203,203,11,12
103,103,8,10,12,12,12,2,10,12,12,12,12,12,10,10,8,10,11,12
11,6,10,10,13,12,12,12,12,12,12,12,12,12,11,10,6,10,11,12
10,102,10,10,12,12,12,12,12,12,12,12,12,13,6,6,10,10,11,12
11,11,6,13,12,12,6,6,7,7,7,6,13,13,10,6,10,10,11,12
12,11,6,6,6,6,6,10,12,12,10,6,6,6,6,10,10,11,12,12
12,12,11,11,10,10,2,2,12,12,12,10,2,2,2,10,12,12,12,12
12,12,12,11,11,11,11,11,12,12,12,11,11,11,11,11,11,11,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
