12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,8,8,8,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,8,8,8,8,8,12,12
12,12,8,2,2,2,8,8,12,12,12,12,12,12,12,12,12,12,12,12,8,8,2,2,2,8,12,12
12,12,8,2,8,2,2,8,8,8,12,12,12,12,12,12,12,8,8,8,2,2,8,2,8,12,12,12
12,12,12,8,2,8,2,8,8,8,8,8,9,8,8,8,8,8,8,8,8,2,8,2,8,12,12,12
12,12,12,8,2,2,8,8,8,8,8,7,8,8,8,8,8,8,8,8,8,2,2,8,12,12,12,12
12,12,12,12,8,8,8,8,8,8,8,8,9,10,10,8,8,8,8,8,8,8,8,8,12,12,12,12
12,12,12,12,8,8,8,11,11,11,11,8,9,10,10,8,11,11,11,11,8,8,8,12,12,12,12,12
12,12,12,12,8,8,8,11,2,102,2,11,9,10,10,10,11,2,202,2,11,8,8,8,12,12,12,12
12,12,12,8,8,8,8,2,102,102,2,9,10,10,10,10,2,202,202,2,11,8,8,8,12,12,12,12
12,12,12,8,8,8,8,11,2,102,2,11,9,10,10,10,11,2,202,2,11,8,8,8,8,12,12,12
12,12,8,8,8,8,8,11,11,11,11,8,9,10,10,10,11,11,11,11,8,8,8,8,8,12,12,12
12,6,6,6,8,8,8,8,8,8,8,8,8,9,10,10,8,8,8,8,8,8,8,8,6,6,6,12
12,12,8,104,103,103,8,8,8,8,8,8,8,9,10,10,8,8,8,8,8,203,203,204,8,12,12,12
12,6,6,4,103,101,103,11,11,8,8,11,11,11,11,11,11,8,8,11,11,203,201,203,4,6,6,12
12,12,8,104,103,103,6,6,11,11,11,2,8,2,8,2,11,11,11,6,6,203,203,204,8,12,12,12
12,6,6,6,8,8,8,8,6,6,11,8,8,8,8,2,8,11,6,6,8,8,8,8,6,6,6,12
12,12,12,8,8,10,10,10,8,6,11,2,8,4,8,8,11,6,8,10,10,10,8,8,12,12,12,12
12,12,12,12,8,10,10,10,10,8,6,11,8,2,8,2,11,6,8,10,10,10,10,8,12,12,12,12
12,12,12,12,12,10,10,2,8,8,6,11,11,11,11,11,6,8,8,2,10,10,12,12,12,12,12,12
12,12,12,12,12,12,12,10,10,8,8,6,6,6,6,6,6,8,8,10,10,12,12,12,12,12,12,12
12,8,8,8,8,12,12,12,10,2,8,8,8,8,8,8,8,2,10,12,12,12,8,8,8,8,12,12
12,8,10,8,10,8,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12,8,8,10,8,10,8,12
8,8,8,8,8,10,8,8,12,12,12,12,12,12,12,12,12,12,12,8,8,10,8,8,8,8,8,12
12,8,2,8,2,8,8,10,8,12,12,12,12,12,12,12,12,12,12,8,10,8,8,2,8,2,8,12
12,8,2,4,8,2,8,8,12,12,12,12,12,12,12,12,12,12,12,8,8,2,8,4,2,8,12,12
12,12,8,8,8,8,8,8,12,12,12,12,12,12,12,12,12,12,12,12,8,8,8,8,8,8,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
