12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,11,11,13,12,12,12,12,12,12,12,12,12,12,12,12,13,8,13,12,12,12,12,12,12,12
12,12,5,8,8,8,8,8,13,12,12,12,12,12,12,12,12,13,8,8,8,8,8,205,12,12,12,12
12,8,2,8,2,8,2,6,105,12,12,12,12,12,12,12,5,8,2,8,8,2,8,8,12,12,12,12
12,8,8,8,6,6,6,6,105,12,12,12,12,12,12,12,5,6,6,6,10,10,8,8,8,12,12,12
11,8,2,6,2,8,8,8,13,12,12,12,12,12,12,12,13,8,2,6,2,10,2,8,11,12,12,12
11,8,8,10,6,8,8,8,13,12,12,12,12,12,12,12,12,13,8,8,6,6,10,8,8,11,11,12
11,8,10,6,8,13,13,13,12,12,12,12,5,12,12,12,12,13,13,13,8,6,8,8,8,10,11,11
11,8,8,102,6,8,12,12,12,12,12,12,8,8,13,12,12,12,12,12,13,8,6,2,8,10,10,11
11,8,8,8,105,12,12,12,12,12,13,8,2,8,13,12,12,12,12,12,8,8,8,8,8,8,10,11
8,8,103,103,8,105,12,12,12,12,8,8,2,2,8,8,12,12,12,12,12,5,8,103,203,8,8,11
8,103,101,103,105,12,12,12,12,13,2,10,2,10,2,5,12,12,12,12,12,205,103,201,203,8,8,11
11,8,103,103,8,105,12,12,12,12,5,8,2,2,10,8,13,12,12,12,12,5,8,103,203,8,10,11
8,8,8,8,8,12,12,12,12,12,13,8,2,8,2,8,12,12,12,12,12,5,8,8,8,8,10,11
11,8,8,102,6,13,12,12,12,12,12,13,2,2,13,13,12,12,12,12,12,8,8,2,6,10,8,11
11,8,8,6,8,13,13,12,12,12,12,8,2,8,12,12,12,12,12,12,13,8,8,6,8,8,8,11
11,8,8,8,6,8,8,8,12,12,12,12,5,8,12,12,12,12,12,13,13,6,6,6,11,8,8,11
11,8,2,6,10,2,8,8,12,12,12,12,12,12,12,12,13,8,8,8,6,2,10,11,11,8,8,11
12,8,8,11,6,6,6,6,13,12,12,12,12,12,12,12,5,8,10,2,6,8,8,10,11,8,8,11
12,8,8,10,2,8,2,6,105,12,12,12,12,12,12,12,5,6,6,6,8,8,8,8,8,8,11,12
12,12,12,8,8,8,8,8,105,12,12,12,12,12,12,12,12,13,8,8,2,8,8,2,8,8,11,12
12,12,12,5,8,8,13,13,12,12,12,12,12,12,12,12,12,13,8,8,8,8,8,8,10,11,12,12
12,12,12,12,12,8,13,12,12,12,12,12,12,12,12,12,12,12,12,13,10,11,13,205,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
