12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,11,11,11,11,11,11,12,12,12,12,11,11,11,11,12,12,12,12,12
12,11,8,103,103,8,104,11,12,12,12,11,2,2,2,11,11,12,12,12
12,11,103,101,103,8,104,11,12,12,11,2,2,2,2,2,11,12,12,12
12,12,11,103,103,8,11,11,12,12,11,2,2,2,2,2,2,11,12,12
12,12,11,8,8,11,12,12,12,11,10,10,10,10,10,2,2,11,12,12
12,12,12,12,12,12,12,12,12,10,10,10,10,12,12,11,11,11,12,12
12,12,12,12,12,12,12,12,8,8,8,10,12,12,12,11,11,12,12,12
12,12,12,12,12,12,12,8,8,4,4,8,12,12,12,12,12,12,12,12
12,12,11,11,12,12,8,4,4,8,8,12,12,12,12,12,12,12,12,12
12,11,11,11,10,12,10,8,8,8,12,12,12,11,11,8,8,11,12,12
12,11,2,2,10,10,10,10,8,12,12,12,11,204,8,203,203,11,12,12
12,11,2,2,2,2,10,11,8,12,12,12,11,204,8,203,201,203,11,12
12,11,2,2,2,2,10,11,12,12,12,12,11,11,8,203,203,11,12,12
12,11,11,2,2,2,2,11,12,12,12,12,12,11,11,11,11,11,12,12
12,11,11,2,2,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
