12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,11,104,104,104,8,2,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
8,103,103,8,8,8,8,8,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,12,12,12
8,103,101,103,8,8,11,2,8,12,12,11,8,8,12,12,12,12,12,11,8,2,2,11,12,12
8,103,103,8,8,10,8,8,12,12,11,4,2,11,12,12,12,12,8,4,2,2,2,11,12,12
12,8,8,8,8,2,8,8,12,12,12,10,8,8,12,12,12,12,12,8,10,2,2,11,12,12
12,10,8,8,8,8,8,12,12,12,12,12,12,12,12,12,12,12,12,8,8,8,8,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,11,8,10,12,12,12,12,12,12,11,11,11,12,12,12,12,12,12,10,8,8,12,12,12
12,12,11,2,4,11,12,12,12,12,12,11,2,2,11,12,12,12,12,12,11,2,4,11,12,12
12,12,11,8,8,12,12,12,12,12,11,2,2,2,11,12,12,12,12,12,11,8,8,12,12,12
12,12,12,12,12,12,12,12,12,12,12,11,2,2,11,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,11,8,8,11,12,12,12,12,12,12,12,12,12,12,12,12,8,8,8,8,8,10,12
12,12,11,2,2,8,11,12,12,12,12,12,8,8,11,12,12,12,8,8,2,8,8,8,8,12
12,12,11,8,2,2,4,10,12,12,12,12,11,4,2,11,12,12,8,8,8,8,8,103,103,8
12,12,11,2,2,2,8,12,12,12,12,12,10,8,8,12,12,8,2,8,10,8,103,201,203,8
12,12,12,11,11,11,10,12,12,12,12,12,12,12,12,12,12,12,8,8,11,8,8,103,203,8
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,8,2,8,4,4,204,11,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
