12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,105,8,8,8,8,8,8,8,8,9,8,8,8,8,8,5,12,12,12,12
12,12,8,2,2,6,6,6,6,6,6,7,6,6,6,6,2,2,8,12,12,12
12,12,8,8,6,11,11,11,2,2,11,9,2,2,11,6,8,8,12,12,12,12
12,12,8,2,6,8,2,11,11,11,11,9,11,11,11,2,6,8,8,12,12,12
12,12,8,8,6,8,2,11,2,11,9,11,2,11,2,6,2,8,12,12,12,12
12,12,8,8,103,103,8,2,8,2,9,2,8,2,8,8,6,8,8,12,12,12
12,5,8,103,101,103,8,2,8,2,9,2,8,2,8,203,203,8,5,12,12,12
12,102,8,8,103,103,8,2,8,2,9,2,8,2,8,203,201,203,8,12,12,12
12,12,8,8,8,8,2,8,2,8,9,2,8,2,8,203,203,8,12,12,12,12
12,12,8,2,2,2,2,8,2,8,9,8,2,8,2,8,8,8,8,12,12,12
12,12,8,8,8,8,8,2,8,10,9,10,2,8,2,2,2,8,12,12,12,12
12,12,8,8,8,8,8,2,8,10,7,8,10,2,8,8,8,8,8,12,12,12
12,12,5,13,13,13,13,13,13,8,9,8,13,13,13,13,13,5,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
