12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,13,104,8,103,103,8,8,8,12,13,8,8,8,8,8,8,8,12,13,8,8,8,8,8,8,8,12
12,105,104,103,101,103,8,8,5,12,5,2,2,2,2,4,2,5,12,205,202,202,202,204,202,202,5,12
12,12,105,8,103,103,8,102,8,12,12,13,8,8,8,8,2,8,12,12,13,8,8,8,8,202,8,12
12,12,12,12,12,12,8,102,8,12,12,12,12,12,12,8,2,8,12,12,12,12,12,12,8,202,8,12
12,12,12,12,12,12,8,102,8,11,12,12,12,12,12,8,2,8,12,12,12,12,12,12,8,202,8,12
12,12,12,12,12,12,8,102,8,12,12,12,12,12,12,8,2,8,12,12,12,12,12,12,8,202,8,12
12,12,12,12,12,12,8,102,8,12,12,12,12,12,12,8,2,8,12,12,12,12,12,12,8,202,8,12
12,12,12,12,12,8,102,8,12,12,12,12,12,12,8,2,8,12,12,12,12,12,12,8,202,8,12,12
12,12,12,12,12,8,102,8,12,12,12,12,12,12,8,2,8,12,12,12,12,12,12,8,8,8,12,12
12,12,12,12,8,104,8,12,12,12,12,12,12,8,2,8,12,12,12,12,12,12,203,203,8,12,12,12
12,12,12,12,8,102,8,12,12,12,12,12,12,8,2,8,12,12,12,12,12,12,203,201,203,12,12,12
12,12,12,8,102,8,12,12,12,12,12,12,8,4,8,12,12,12,12,12,12,8,203,203,12,12,12,12
12,12,12,8,102,8,12,12,12,12,12,12,8,2,8,12,12,12,12,12,12,8,204,204,12,12,12,12
12,12,13,105,13,12,12,12,12,12,12,13,5,13,12,12,12,12,12,12,13,205,205,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
