11,11,11,11,11,11,11,11,11,11,11,11,11,10,9,10,11,11,11,11
11,11,11,11,11,10,10,10,10,10,10,10,10,9,10,11,11,11,11,11
10,10,10,10,8,10,8,8,10,10,10,10,10,9,10,11,11,11,10,10
10,203,201,203,204,8,10,2,8,10,10,10,9,11,11,10,10,10,2,10
10,10,203,203,6,6,8,10,2,8,8,10,9,11,10,10,8,2,2,2
8,8,8,8,8,6,10,10,8,10,10,9,10,11,2,8,8,8,4,10
10,8,10,8,2,8,6,11,8,10,9,9,10,11,10,2,10,10,11,11
10,10,11,11,10,6,6,6,10,9,8,10,10,11,10,11,11,11,10,10
9,9,9,9,11,6,10,8,6,7,8,10,8,11,11,11,10,10,10,10
10,8,8,9,7,9,10,9,9,6,6,2,11,10,10,10,8,10,8,10
10,8,6,6,6,10,9,9,8,8,10,11,11,10,8,8,12,12,8,10
2,6,10,6,2,2,10,9,8,10,11,10,8,8,8,12,12,12,8,10
8,6,10,8,6,4,6,9,6,10,11,8,8,8,4,12,12,12,2,8
6,10,10,10,8,10,9,10,2,2,11,8,10,10,12,12,12,6,8,8
8,6,6,10,8,8,8,9,11,11,11,11,8,10,12,12,10,6,8,10
2,10,6,6,6,6,6,7,6,6,10,10,2,8,10,6,6,8,10,10
13,13,10,2,10,10,11,11,9,9,6,10,2,10,8,6,8,8,10,10
13,13,13,11,11,11,2,6,10,9,6,10,6,6,6,8,8,2,8,10
12,12,12,11,13,13,13,2,6,6,7,6,6,10,10,6,8,8,8,10
12,12,12,12,12,13,13,13,10,9,8,10,10,8,6,103,103,6,8,10
12,12,12,12,12,12,12,13,13,9,13,8,10,8,6,103,101,103,104,6
11,12,12,12,12,12,12,12,12,12,13,8,8,8,8,10,10,10,8,12
11,11,12,12,12,12,12,12,12,12,12,13,10,10,10,10,10,10,10,11
11,11,12,12,12,12,12,12,12,12,12,13,11,11,11,11,11,11,11,12
