12,12,10,11,11,11,10,8,12,12,12,12,11,11,11,8,8,8,8,8,11,11,11,11
12,8,2,2,2,2,2,8,12,12,12,13,8,8,8,102,8,8,10,8,8,11,11,11
12,8,10,2,2,2,8,8,13,12,12,13,8,2,2,8,2,8,8,8,10,8,11,11
12,13,8,8,8,5,13,13,12,12,12,5,8,8,11,11,11,8,2,8,8,10,11,11
12,12,13,13,13,12,12,12,12,12,12,13,8,11,11,12,12,105,8,8,8,8,10,11
12,12,12,12,12,12,12,12,12,12,12,13,11,12,12,12,12,105,103,103,8,8,11,11
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,105,103,101,103,8,10,11
12,12,12,13,13,13,12,12,12,12,12,12,12,12,12,12,12,105,103,103,8,8,11,11
12,12,12,8,2,2,5,12,12,12,12,12,12,12,12,12,12,11,8,8,8,8,8,11
12,12,12,8,2,8,13,12,12,12,12,12,12,12,12,12,13,2,8,10,10,8,11,11
12,12,12,8,2,8,13,12,12,12,12,12,12,12,12,12,13,8,8,10,10,11,11,12
12,12,12,8,2,8,5,12,12,12,12,12,12,8,8,2,2,8,8,11,11,11,12,12
12,12,12,8,2,8,8,12,12,12,12,12,12,13,8,2,8,8,8,11,11,12,12,12
12,12,12,8,8,8,8,12,12,12,12,12,12,13,13,5,8,8,11,12,12,12,12,12
12,12,12,8,2,8,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,8,8,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,5,8,203,103,8,11,12,12,12,12,12,12,12,12,12,12,12,13,5,13,13
12,12,12,5,103,201,103,8,10,8,8,8,5,13,13,13,12,12,12,13,8,2,2,11
12,12,12,5,8,103,103,8,8,8,8,2,8,8,8,2,5,12,12,13,8,2,2,11
12,12,12,5,8,8,8,2,8,8,2,8,2,2,2,8,12,12,12,13,8,2,2,11
12,12,12,12,11,11,10,8,8,8,8,8,8,8,8,13,12,12,12,13,8,2,2,11
12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,12,12,12,12,13,8,10,10,11
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
