12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,11,11,11,12,12,12,12,12,12,12,13,205,8,12,12,12,12
12,12,12,11,11,104,104,105,12,12,12,12,12,12,13,8,202,205,13,12,12,12
12,12,12,12,11,104,103,103,105,12,12,12,12,12,13,8,202,202,10,12,12,12
12,12,12,12,8,103,101,103,105,12,12,12,12,13,8,202,202,10,12,12,12,12
12,12,12,12,12,8,103,103,8,8,12,12,12,13,8,202,202,10,12,12,12,12
12,12,12,12,12,8,8,8,8,8,12,12,13,8,202,202,10,12,12,12,12,12
12,12,12,12,12,12,13,8,2,8,8,12,13,8,202,202,10,12,12,12,12,12
12,12,12,12,12,12,13,8,8,8,2,2,8,202,202,10,12,12,12,12,12,12
12,12,12,12,12,12,12,13,8,8,2,11,2,8,202,10,12,12,12,12,12,12
12,12,12,12,12,12,12,13,8,2,11,11,2,8,10,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,105,2,11,204,11,2,105,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,11,11,204,204,11,11,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,105,11,204,11,105,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,8,2,11,11,2,8,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,10,8,2,11,2,8,13,12,12,12,12,12,12,12
12,12,12,12,12,12,12,10,8,8,2,2,8,8,13,12,12,12,12,12,12,12
12,12,12,12,12,12,12,10,102,8,8,2,8,8,8,13,12,12,12,12,12,12
12,12,12,12,12,12,10,102,102,8,8,8,8,8,8,13,12,12,12,12,12,12
12,12,12,12,12,12,10,102,102,8,13,12,8,8,2,8,8,12,12,12,12,12
12,12,12,12,12,10,102,102,8,13,12,12,8,8,8,8,8,12,12,12,12,12
12,12,12,12,12,10,102,102,8,13,12,12,12,8,8,203,203,8,12,12,12,12
12,12,12,12,10,102,102,8,13,12,12,12,12,205,203,201,203,8,12,12,12,12
12,12,12,12,10,102,102,8,13,12,12,12,12,12,205,203,203,204,11,12,12,12
12,12,12,13,105,102,8,13,12,12,12,12,12,12,205,204,204,11,11,12,12,12
12,12,12,12,12,8,105,13,12,12,12,12,12,12,12,11,11,11,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
