12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,13,12,12,12,12,12,12,13,12,12,12,12
12,12,12,13,13,12,12,12,12,12,13,13,12,12,12,12
12,12,12,8,8,13,12,12,12,12,13,8,8,12,12,12
12,12,8,2,8,8,12,12,12,8,8,2,8,12,12,12
12,12,8,8,8,10,10,12,12,10,10,8,8,8,12,12
12,12,8,10,10,10,12,12,12,10,10,10,8,205,12,12
12,105,8,103,101,11,11,12,12,11,11,201,203,8,12,12
12,8,8,103,103,11,8,12,8,11,203,203,8,8,12,12
12,12,8,8,8,103,11,12,12,11,203,8,8,8,12,12
12,8,11,10,10,11,8,7,8,11,10,10,11,8,12,12
12,12,8,2,2,8,13,12,12,13,8,2,2,8,12,12
12,12,8,8,8,13,12,12,12,13,8,8,8,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
