12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,5,8,12,12,12,12,104,105,12,12,8,5,12,12,8,5,12,12,12
12,2,2,12,12,12,12,103,103,8,8,8,12,12,12,12,2,2,12,12
12,2,2,12,12,104,103,101,103,8,13,12,12,12,12,12,2,2,12,12
12,12,2,8,12,12,12,103,103,8,2,13,12,12,12,12,8,2,12,12
12,8,11,8,8,12,12,12,8,11,8,12,12,12,8,8,11,8,12,12
12,12,8,11,11,8,12,12,2,11,11,10,12,12,8,11,11,8,12,12
12,12,8,11,11,8,4,10,10,2,10,10,4,8,11,11,8,12,12,12
12,12,12,8,11,11,11,11,11,2,2,11,11,11,11,11,8,12,12,12
12,12,8,2,10,11,11,2,2,4,2,2,11,11,8,2,8,12,12,12
12,12,12,2,8,4,10,11,11,2,2,11,11,8,4,8,2,12,12,12
12,12,12,13,11,2,2,10,11,2,11,10,2,2,11,13,12,12,12,12
12,12,12,5,2,11,11,2,11,11,11,11,2,11,11,2,5,12,12,12
12,12,12,8,2,4,11,10,11,11,11,10,11,4,2,8,12,12,12,12
12,12,12,12,12,13,2,2,10,11,11,10,2,2,13,12,12,12,12,12
12,12,12,12,12,13,13,8,8,8,8,8,13,13,12,12,12,12,12,12
12,12,12,12,12,12,12,13,8,203,203,8,13,12,12,12,12,12,12,12
12,12,12,12,12,12,12,204,203,201,203,204,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,8,8,203,203,8,8,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,205,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
