11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,2,202,202,202,202,202,202,202,202,202,202,202,8,8,102,102,102,102,102,102,102,102,102,102,102,2,10,10
10,10,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,10,10
10,10,2,10,8,8,8,8,8,8,8,8,8,8,10,10,8,8,8,8,8,8,8,8,8,8,10,2,10,10
10,10,2,10,8,8,8,8,8,8,8,8,8,8,10,10,8,8,8,8,8,8,8,8,8,8,10,2,10,10
10,10,2,10,8,8,8,8,8,8,8,8,8,8,10,10,8,8,8,8,8,8,8,8,8,8,10,2,10,10
10,10,2,10,8,8,103,103,8,8,8,8,8,8,10,10,8,8,8,8,8,8,8,8,8,8,10,2,10,10
10,10,2,10,8,8,103,101,103,8,8,8,8,8,10,10,8,8,8,8,8,8,203,203,8,8,10,2,10,10
10,10,2,10,8,8,103,103,8,8,8,8,8,8,10,10,8,8,8,8,8,203,201,203,8,8,10,2,10,10
10,10,2,10,8,8,8,8,8,8,8,8,8,8,10,10,8,8,8,8,8,8,203,203,8,8,10,2,10,10
10,10,2,10,8,8,8,8,8,8,8,8,8,8,10,10,8,8,8,8,8,8,8,8,8,8,10,2,10,10
10,10,2,10,8,8,8,8,8,8,8,8,8,8,10,10,8,8,8,8,8,8,8,8,8,8,10,2,10,10
10,10,2,10,8,8,8,8,8,8,8,8,8,8,10,10,8,8,8,8,8,8,8,8,8,8,10,2,10,10
10,10,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,10,10
10,10,2,202,202,202,202,202,202,202,202,202,202,202,8,8,102,102,102,102,102,102,102,102,102,102,102,2,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
