12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,105,105,13,13,12,12,12,12,12,11,11,8,8,105,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,105,8,8,8,8,8,8,11,11,11,8,6,6,6,8,10,8,8,11,11,11,11,11,12,12,12
12,12,12,8,104,103,103,104,10,8,10,10,10,8,6,102,10,6,6,8,8,102,10,102,10,11,12,12,12,12
12,12,12,105,8,103,101,103,8,8,6,6,8,102,8,6,10,10,10,6,10,104,102,8,8,11,12,12,12,12
12,12,13,8,104,103,103,8,102,10,8,6,6,6,6,10,11,11,8,6,102,102,102,11,8,13,12,12,12,12
12,12,12,13,8,104,8,8,102,8,8,10,11,10,10,10,11,11,11,6,102,102,102,10,102,8,13,12,12,12
12,12,12,12,8,8,8,102,102,8,11,10,10,11,11,11,11,11,11,6,102,102,102,104,102,8,105,12,12,12
12,12,12,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,6,102,10,8,102,8,8,105,12,12,12
12,12,12,11,11,11,11,11,11,11,11,11,11,11,10,6,6,6,6,8,102,102,102,10,11,10,12,12,12,12
12,12,12,12,11,10,10,10,6,6,10,6,10,6,6,6,8,10,11,11,11,11,11,11,11,11,11,12,12,12
12,12,12,10,6,6,6,6,8,8,6,6,6,8,8,10,11,11,102,11,11,11,11,11,11,11,11,12,12,12
12,12,12,11,6,8,8,11,11,11,11,11,11,11,102,11,11,11,102,11,11,11,11,11,11,11,11,12,12,12
12,12,12,10,6,11,11,11,11,11,11,11,11,11,11,11,102,11,11,11,11,11,11,11,11,11,11,12,12,12
12,12,12,12,10,6,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,8,8,8,8,11,12,12,12
12,12,12,12,8,6,6,6,10,10,10,6,6,8,8,10,8,10,102,10,10,8,8,10,2,10,12,12,12,12
12,12,12,12,12,8,8,8,6,6,6,6,10,6,6,6,6,8,8,8,8,2,8,8,8,10,12,12,12,12
12,12,12,12,11,11,10,8,102,102,8,10,10,10,10,102,6,6,10,8,8,10,8,8,10,8,12,12,12,12
12,12,12,12,12,11,11,102,102,102,104,102,8,11,11,11,10,102,6,8,11,10,8,2,8,10,8,12,12,12
12,12,12,12,12,8,10,10,102,102,8,8,11,11,11,11,8,10,6,8,8,8,8,8,4,8,13,12,12,12
12,12,12,12,12,13,102,104,10,102,8,10,11,11,11,11,11,11,10,6,8,8,8,203,8,204,8,13,12,12
12,12,12,12,12,13,102,102,102,102,10,11,11,11,11,11,11,11,8,8,2,8,203,201,203,8,5,12,12,12
12,12,12,12,12,12,13,102,102,102,8,11,11,11,11,11,11,11,2,8,8,8,8,8,203,8,5,12,12,12
12,12,12,12,12,12,13,102,8,105,105,12,12,12,11,11,11,11,8,8,8,8,4,4,8,105,12,12,12,12
12,12,12,12,12,12,12,13,13,13,12,12,12,12,12,12,12,12,13,13,13,8,8,8,8,5,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
